254,254,254
252,252,252
250,250,250
248,248,248
246,246,246
244,244,244
242,242,242
240,240,240
238,238,238
237,237,237
234,234,234
233,233,233
230,230,230
229,229,229
226,226,226
225,225,225
222,222,222
220,220,220
219,219,219
216,216,216
214,214,214
212,212,212
211,211,211
208,208,208
206,206,206
204,204,204
203,203,203
200,200,200
198,198,198
196,196,196
195,195,195
192,192,192
190,190,190
188,188,188
186,186,186
184,184,184
182,182,182
181,181,181
178,178,178
176,176,176
174,174,174
172,172,172
170,170,170
168,168,168
166,166,166
165,165,165
162,162,162
160,160,160
158,158,158
156,156,156
154,154,154
152,152,152
150,150,150
149,149,149
146,146,146
144,144,144
142,142,142
140,140,140
138,138,138
136,136,136
134,134,134
133,133,133
130,130,130
128,128,128
126,126,126
124,124,124
122,122,122
120,120,120
118,118,118
116,116,116
114,114,114
112,112,112
110,110,110
108,108,108
106,106,106
105,105,105
102,102,102
100,100,100
98,98,98
96,96,96
94,94,94
92,92,92
90,90,90
88,88,88
86,86,86
84,84,84
82,82,82
80,80,80
78,78,78
76,76,76
74,74,74
73,73,73
70,70,70
68,68,68
66,66,66
64,64,64
62,62,62
60,60,60
58,58,58
56,56,56
54,54,54
52,52,52
50,50,50
48,48,48
46,46,46
44,44,44
42,42,42
41,41,41
38,38,38
36,36,36
34,34,34
32,32,32
30,30,30
28,28,28
26,26,26
24,24,24
22,22,22
20,20,20
18,18,18
16,16,16
14,14,14
12,12,12
10,10,10
9,9,9
6,6,6
4,4,4
2,2,2
0,0,0
