1,1,0
4,2,1
6,4,2
9,5,3
11,7,4
14,9,5
16,10,6
19,12,7
21,13,8
22,14,9
26,16,10
27,17,11
31,20,12
32,20,13
36,23,14
37,23,15
41,26,16
43,27,17
44,28,18
48,30,19
51,32,20
53,34,21
54,34,22
58,37,23
61,38,24
63,40,25
64,41,26
68,43,27
70,45,28
73,46,29
74,47,30
78,49,31
80,51,32
83,52,33
85,54,34
88,55,35
90,57,36
91,58,37
95,60,38
98,62,39
100,63,40
103,65,41
105,66,42
107,68,43
110,70,44
111,70,45
115,73,46
117,74,47
120,76,48
122,77,49
125,79,50
127,80,51
130,82,52
131,83,53
135,85,54
137,87,55
140,88,56
142,90,57
145,91,58
147,93,59
149,95,60
151,95,61
154,98,62
157,99,63
159,101,64
162,102,65
164,104,66
167,105,67
169,107,68
172,109,69
174,110,70
177,112,71
179,113,72
182,115,73
184,116,74
185,117,75
189,120,76
191,121,77
194,123,78
196,124,79
199,126,80
201,127,81
204,129,82
206,130,83
209,132,84
211,134,85
214,135,86
216,137,87
219,138,88
221,140,89
224,141,90
225,142,91
229,145,92
231,146,93
233,148,94
236,149,95
238,151,96
241,152,97
243,154,98
246,155,99
248,157,100
251,159,101
253,160,102
255,162,103
255,163,104
255,165,105
255,166,106
255,167,106
255,170,108
255,171,109
255,173,110
255,174,111
255,176,112
255,177,113
255,179,114
255,180,115
255,182,116
255,184,117
255,185,118
255,187,119
255,188,120
255,190,121
255,191,122
255,192,122
255,195,124
255,196,125
255,198,126
255,199,127
