1,1,1
3,3,3
5,5,5
7,7,7
9,9,9
11,11,11
13,13,13
15,15,15
17,17,17
18,18,18
21,21,21
22,22,22
25,25,25
26,26,26
29,29,29
30,30,30
33,33,33
35,35,35
36,36,36
39,39,39
41,41,41
43,43,43
44,44,44
47,47,47
49,49,49
51,51,51
52,52,52
55,55,55
57,57,57
59,59,59
60,60,60
63,63,63
65,65,65
67,67,67
69,69,69
71,71,71
73,73,73
74,74,74
77,77,77
79,79,79
81,81,81
83,83,83
85,85,85
87,87,87
89,89,89
90,90,90
93,93,93
95,95,95
97,97,97
99,99,99
101,101,101
103,103,103
105,105,105
106,106,106
109,109,109
111,111,111
113,113,113
115,115,115
117,117,117
119,119,119
121,121,121
122,122,122
125,125,125
127,127,127
129,129,129
131,131,131
133,133,133
135,135,135
137,137,137
139,139,139
141,141,141
143,143,143
145,145,145
147,147,147
149,149,149
150,150,150
153,153,153
155,155,155
157,157,157
159,159,159
161,161,161
163,163,163
165,165,165
167,167,167
169,169,169
171,171,171
173,173,173
175,175,175
177,177,177
179,179,179
181,181,181
182,182,182
185,185,185
187,187,187
189,189,189
191,191,191
193,193,193
195,195,195
197,197,197
199,199,199
201,201,201
203,203,203
205,205,205
207,207,207
209,209,209
211,211,211
213,213,213
214,214,214
217,217,217
219,219,219
221,221,221
223,223,223
225,225,225
227,227,227
229,229,229
231,231,231
233,233,233
235,235,235
237,237,237
239,239,239
241,241,241
243,243,243
245,245,245
246,246,246
249,249,249
251,251,251
253,253,253
255,255,255
